"Benchmark";"Mode";"Threads";"Samples";"Mean";"Mean Error (99.9%)";"Unit";"Param: size"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.iterateKeys";"thrpt";1;35;249.00096047619044;5.012240917634699;"ops/ms";"1000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.iterateKeys";"thrpt";1;35;25.139080476190475;0.2836721308164746;"ops/ms";"10000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.iterateKeys";"thrpt";1;35;1.2732757142857147;0.12269916314807368;"ops/ms";"100000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.iterateValues";"thrpt";1;35;13544.719263809524;1468.5429017815075;"ops/ms";"10"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.iterateValues";"thrpt";1;35;2327.1261452380954;128.07563664249133;"ops/ms";"100"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.iterateValues";"thrpt";1;35;252.08898571428577;5.909246442135494;"ops/ms";"1000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.iterateValues";"thrpt";1;35;25.151370952380944;0.2883826558892803;"ops/ms";"10000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.iterateValues";"thrpt";1;35;1.2942014285714287;0.14857978871441563;"ops/ms";"100000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.put";"thrpt";1;35;47240.820833809514;383.23710353670805;"ops/ms";"10"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.put";"thrpt";1;35;47394.52649333333;354.83736351986255;"ops/ms";"100"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.put";"thrpt";1;35;44320.5834109524;341.31959656281157;"ops/ms";"1000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.put";"thrpt";1;35;39352.89565095239;531.3383910293883;"ops/ms";"10000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.put";"thrpt";1;35;286.66666666666663;26.92821213111781;"ops/ms";"100000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.removeAndPut";"thrpt";1;35;11858.048807619052;84.04715578488282;"ops/ms";"10"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.removeAndPut";"thrpt";1;35;16753.760259047616;229.2120218835159;"ops/ms";"100"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.removeAndPut";"thrpt";1;35;7042.858369999999;142.90610113814282;"ops/ms";"1000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.removeAndPut";"thrpt";1;35;15348.948563809523;352.11732490279206;"ops/ms";"10000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Javolution.removeAndPut";"thrpt";1;35;149.9835066666667;29.983242322129268;"ops/ms";"100000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.get";"thrpt";1;35;48200.23044476191;2307.9207478263215;"ops/ms";"10"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.get";"thrpt";1;35;44508.973399999995;751.5330477531166;"ops/ms";"100"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.get";"thrpt";1;35;45209.582291428575;1007.5821632582522;"ops/ms";"1000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.get";"thrpt";1;35;43070.06034095238;367.5335163060454;"ops/ms";"10000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.get";"thrpt";1;35;35390.29359952382;245.01416875301288;"ops/ms";"100000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.iterateKeys";"thrpt";1;35;2317.4538595238096;20.74761955586422;"ops/ms";"10"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.iterateKeys";"thrpt";1;35;2102.262603809523;17.402427750901783;"ops/ms";"100"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.iterateKeys";"thrpt";1;35;336.95577142857144;10.380401086877379;"ops/ms";"1000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.iterateKeys";"thrpt";1;35;12.988805238095239;0.33294685372315325;"ops/ms";"10000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.iterateKeys";"thrpt";1;35;1.3424304761904757;0.024661815916282755;"ops/ms";"100000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.iterateValues";"thrpt";1;35;2288.9758290476193;12.313368966973693;"ops/ms";"10"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.iterateValues";"thrpt";1;35;2060.7676199999996;18.70688691712651;"ops/ms";"100"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.iterateValues";"thrpt";1;35;335.2708238095238;2.723179234682764;"ops/ms";"1000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.iterateValues";"thrpt";1;35;13.2750719047619;0.36205205799387236;"ops/ms";"10000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.iterateValues";"thrpt";1;35;1.361492380952381;0.027011629205894054;"ops/ms";"100000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.put";"thrpt";1;35;68241.14766333332;593.9197379247416;"ops/ms";"10"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.put";"thrpt";1;35;65792.01136095237;1007.9154811540519;"ops/ms";"100"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.put";"thrpt";1;35;62425.264842857156;422.88665067326144;"ops/ms";"1000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.put";"thrpt";1;35;58087.128491904754;355.86424697402583;"ops/ms";"10000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.put";"thrpt";1;35;47047.90879333332;446.58868540267923;"ops/ms";"100000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.removeAndPut";"thrpt";1;35;19790.583659523807;205.14244642905052;"ops/ms";"10"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.removeAndPut";"thrpt";1;35;19885.535564761904;136.3726388926216;"ops/ms";"100"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.removeAndPut";"thrpt";1;35;20241.984482380947;146.3500044349035;"ops/ms";"1000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.removeAndPut";"thrpt";1;35;19025.392860476193;159.90537598059547;"ops/ms";"10000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.NeoPrimitive.removeAndPut";"thrpt";1;35;15587.153044285715;102.63265104934989;"ops/ms";"100000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.PrngBaseline.prngBaseline";"thrpt";1;35;294875.2997247618;1545.2093258830405;"ops/ms";""
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.get";"thrpt";1;35;45364.28519047619;2663.1844956605255;"ops/ms";"10"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.get";"thrpt";1;35;41407.35252571429;1018.9145167693501;"ops/ms";"100"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.get";"thrpt";1;35;42235.8729047619;1648.7330153336957;"ops/ms";"1000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.get";"thrpt";1;35;42520.758796666654;1628.3978131001331;"ops/ms";"10000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.get";"thrpt";1;35;39471.901829047616;1952.6350520958129;"ops/ms";"100000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.iterateKeys";"thrpt";1;35;49328.02996571428;4280.069694000224;"ops/ms";"10"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.iterateKeys";"thrpt";1;35;5800.27067;563.511494491899;"ops/ms";"100"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.iterateKeys";"thrpt";1;35;652.0564338095238;64.19252351427865;"ops/ms";"1000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.iterateKeys";"thrpt";1;35;34.05169523809524;3.3677089894636483;"ops/ms";"10000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.iterateKeys";"thrpt";1;35;2.1831433333333328;0.06118092853227324;"ops/ms";"100000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.iterateValues";"thrpt";1;35;49316.26955619048;4879.651192120309;"ops/ms";"10"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.iterateValues";"thrpt";1;35;5870.43312095238;753.4080736977697;"ops/ms";"100"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.iterateValues";"thrpt";1;35;631.7390976190476;60.95562150832289;"ops/ms";"1000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.iterateValues";"thrpt";1;35;36.112913333333346;2.113662711971725;"ops/ms";"10000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.iterateValues";"thrpt";1;35;2.189947142857143;0.0677206683341939;"ops/ms";"100000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.put";"thrpt";1;35;69896.1250542857;1812.493205265645;"ops/ms";"10"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.put";"thrpt";1;35;71415.26547999999;383.8673887116606;"ops/ms";"100"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.put";"thrpt";1;35;67677.43270095237;1376.2056349527525;"ops/ms";"1000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.put";"thrpt";1;35;66637.38673619048;765.171688876373;"ops/ms";"10000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.put";"thrpt";1;35;60240.61622238094;482.5614861765344;"ops/ms";"100000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.removeAndPut";"thrpt";1;35;9446.93009;79.00747624051772;"ops/ms";"10"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.removeAndPut";"thrpt";1;35;12027.107510952379;187.4025338886768;"ops/ms";"100"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.removeAndPut";"thrpt";1;35;13633.223266666662;144.43871954660918;"ops/ms";"1000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.removeAndPut";"thrpt";1;35;14215.039024285714;102.20868671440256;"ops/ms";"10000"
"org.neo4j.collection.primitive.benchmark.IntIntMapBenchmark.Trove.removeAndPut";"thrpt";1;35;12703.84555047619;78.91809466758396;"ops/ms";"100000"
